"Date","Price","Open","High","Low","Vol.","Change %"
"01-07-1993","5.4100","4.5400","5.4100","5.4000","","18.38%"
"01-06-1993","4.5700","4.6200","4.5700","4.5600","","-1.51%"
"01-05-1993","4.6400","4.4100","4.6400","4.6300","","5.69%"
"01-04-1993","4.3900","3.8400","4.3900","4.3800","","13.44%"
"01-03-1993","3.8700","3.5800","3.8700","3.8600","","7.80%"
"01-02-1993","3.5900","3.6600","3.5900","3.5900","","-2.18%"
"01-01-1993","3.6700","3.6800","3.6700","3.6600","","-0.54%"
"01-12-1992","3.6900","3.7500","3.6900","3.6800","","-1.86%"
"01-11-1992","3.7600","3.7600","3.7600","3.7500","","0.00%"
"01-10-1992","3.7600","3.7500","3.7600","3.7600","","0.00%"
"01-09-1992","3.7600","3.7400","3.7600","3.7500","","0.27%"
"01-08-1992","3.7500","3.9400","3.7500","3.7400","","-5.06%"
"01-07-1992","3.9500","4.0400","3.9500","3.9400","","-2.23%"
"01-06-1992","4.0400","4.0100","4.0400","4.0400","","0.25%"
"01-05-1992","4.0300","4.0800","4.0300","4.0200","","0.75%"
"01-04-1992","4.0000","3.9900","4.0000","3.9900","","-3.38%"
"01-03-1992","4.1400","4.1400","4.1400","4.1400","","0.49%"
"01-02-1992","4.1200","4.1200","4.1200","4.1200","","-1.44%"
"01-01-1992","4.1800","4.1700","4.1800","4.1700","","6.91%"
"01-12-1991","3.9100","3.9000","3.9100","3.9000","","-4.17%"
"01-11-1991","4.0800","4.0700","4.0800","4.0700","","-0.73%"
"01-10-1991","4.1100","4.1000","4.1100","4.1000","","-0.96%"
"01-09-1991","4.1500","4.1400","4.1500","4.1400","","8.36%"
"01-08-1991","3.8300","3.8300","3.8300","3.8300","","-6.13%"
"01-07-1991","4.0800","4.0700","4.0800","4.0700","","-8.11%"
"01-06-1991","4.4400","4.4300","4.4400","4.4300","","7.77%"
"01-05-1991","4.1200","4.1100","4.1200","4.1100","","2.74%"
"01-04-1991","4.0100","4.0000","4.0100","4.0000","","3.62%"
"01-03-1991","3.8700","3.8600","3.8700","3.8600","","3.48%"
"01-02-1991","3.7400","3.7300","3.7400","3.7300","","-2.86%"
"01-01-1991","3.8500","3.8400","3.8500","3.8400","","-8.55%"
"01-12-1990","4.2100","4.2000","4.2100","4.2000","","1.69%"
"01-11-1990","4.1400","4.1400","4.1400","4.1400","","-0.96%"
"01-10-1990","4.1800","4.1700","4.1800","4.1700","","-12.55%"
"01-09-1990","4.7800","4.7700","4.7800","4.7700","","-0.21%"
"01-08-1990","4.7900","4.7900","4.7900","4.7900","","-0.62%"
"01-07-1990","4.8200","4.8100","4.8200","4.8100","","-1.43%"
"01-06-1990","4.8900","4.8900","4.8900","4.8900","","-3.93%"
"01-05-1990","5.0900","5.0800","5.0900","5.0800","","2.62%"
"01-04-1990","4.9600","4.9500","4.9600","4.9500","","-0.20%"
"01-03-1990","4.9700","4.9600","4.9700","4.9600","","-3.12%"
"01-02-1990","5.1300","5.1200","5.1300","5.1200","","-1.35%"
"01-01-1990","5.2000","5.1900","5.2000","5.1900","","-0.38%"
